ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters
ENSG00000046604	desmoglein 2 [Source:HGNC Symbol;Acc:3049]	protein_coding	DSG2	18	29078006	29128971	1	3715	7	4	0.905800146647139	6	107	1	1	1
ENSG00000046889	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:22950]	protein_coding	PREX2	8	68864353	69149265	1	3963	20	13	0.0154249472638024	7	107	2	1	2
ENSG00000047188	YTH domain containing 2 [Source:HGNC Symbol;Acc:24721]	protein_coding	YTHDC2	5	112849380	112930982	1	7053	18	11	0.625600421688445	11	107	5	1	4
ENSG00000047597	X-linked Kx blood group (McLeod syndrome) [Source:HGNC Symbol;Acc:12811]	protein_coding	XK	X	37545012	37591383	1	4351	8	7	0.641000318631273	7	107	1	1	1
ENSG00000047849	microtubule-associated protein 4 [Source:HGNC Symbol;Acc:6862]	protein_coding	MAP4	3	47892182	48130769	-1	13995	16	14	0.974364476461762	20	107	8	2	6
ENSG00000048028	ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:12625]	protein_coding	USP28	11	113668596	113746292	-1	14074	19	17	0.858424122285866	20	107	9	1	8
ENSG00000048471	sorting nexin 29 [Source:HGNC Symbol;Acc:30542]	protein_coding	SNX29	16	12070594	12668146	1	6348	11	10	0.627901280289646	10	107	4	1	4
ENSG00000049239	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol;Acc:4795]	protein_coding	H6PD	1	9294834	9331396	1	32995	58	35	0.686396710446912	36	107	2	2	1
ENSG00000049283	epsin 3 [Source:HGNC Symbol;Acc:18235]	protein_coding	EPN3	17	48609904	48621111	1	15567	32	20	0.744208449659689	22	107	1	1	2
ENSG00000049759	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:7728]	protein_coding	NEDD4L	18	55711599	56068772	1	37967	42	25	0.999940743948888	40	107	16	3	15
ENSG00000050393	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:21097]	protein_coding	MCUR1	6	13786789	13814800	-1	19217	37	21	0.912233180674494	26	107	7	4	3
ENSG00000050767	collagen, type XXIII, alpha 1 [Source:HGNC Symbol;Acc:22990]	protein_coding	COL23A1	5	177664619	178017556	-1	9329	44	27	0.000296400254669815	15	107	5	2	3
ENSG00000050820	breast cancer anti-estrogen resistance 1 [Source:HGNC Symbol;Acc:971]	protein_coding	BCAR1	16	75262928	75301951	-1	32735	31	22	0.999934742118465	36	107	6	4	2
ENSG00000051180	RAD51 recombinase [Source:HGNC Symbol;Acc:9817]	protein_coding	RAD51	15	40986972	41024354	1	8769	6	5	0.999514855397496	14	107	4	2	3
ENSG00000051382	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta [Source:HGNC Symbol;Acc:8976]	protein_coding	PIK3CB	3	138372860	138553780	-1	16707	17	16	0.98332993874839	23	107	7	2	5
ENSG00000052344	protease, serine, 8 [Source:HGNC Symbol;Acc:9491]	protein_coding	PRSS8	16	31142756	31147083	-1	40272	75	40	0.639757549544156	41	107	5	5	1
ENSG00000052723	suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:26119]	protein_coding	SIKE1	1	115312100	115323306	-1	8530	10	9	0.952748234564794	13	107	4	1	3
ENSG00000052795	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:29280]	protein_coding	FNIP2	4	159690290	159829201	1	5984	5	5	0.982322653175259	10	107	4	1	4
ENSG00000052841	tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:25596]	protein_coding	TTC17	11	43380482	43516483	1	10942	21	16	0.627342561032629	17	107	9	1	8
ENSG00000053328	methyltransferase like 24 [Source:HGNC Symbol;Acc:21566]	protein_coding	METTL24	6	110567131	110679475	-1	3731	4	3	0.96782708409393	6	107	2	1	1
ENSG00000053747	laminin, alpha 3 [Source:HGNC Symbol;Acc:6483]	protein_coding	LAMA3	18	21269407	21535030	1	12539	32	21	0.284648354555847	18	107	10	1	9
ENSG00000053918	potassium voltage-gated channel, KQT-like subfamily, member 1 [Source:HGNC Symbol;Acc:6294]	protein_coding	KCNQ1	11	2465914	2870339	1	35346	114	45	0.0557968632595975	38	107	6	5	3
ENSG00000054148	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:30033]	protein_coding	PHPT1	9	139743176	139745488	1	33206	34	22	0.999952820124825	37	107	3	3	1
ENSG00000054179	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:3364]	protein_coding	ENTPD2	9	139942550	139948497	-1	94352	109	47	0.999934770171606	61	107	10	9	1
ENSG00000054219	lymphocyte antigen 75 [Source:HGNC Symbol;Acc:6729]	protein_coding	LY75	2	160628362	160761260	-1	5858	21	18	0.005066607416636	10	107	2	1	2
ENSG00000054392	hedgehog acyltransferase [Source:HGNC Symbol;Acc:18270]	protein_coding	HHAT	1	210501596	210849638	1	5153	13	11	0.248169829372346	9	107	3	1	3
ENSG00000054523	kinesin family member 1B [Source:HGNC Symbol;Acc:16636]	protein_coding	KIF1B	1	10270863	10441661	1	10248	19	12	0.906931403516976	16	107	6	1	6
ENSG00000054598	forkhead box C1 [Source:HGNC Symbol;Acc:3800]	protein_coding	FOXC1	6	1610681	1614127	1	12422	25	22	0.187129254434621	18	107	1	1	1
ENSG00000054690	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 [Source:HGNC Symbol;Acc:17733]	protein_coding	PLEKHH1	14	68000018	68056329	1	12007	10	9	0.998370277124339	18	107	6	2	5
ENSG00000054793	ATPase, class II, type 9A [Source:HGNC Symbol;Acc:13540]	protein_coding	ATP9A	20	50213053	50385173	-1	9853	25	16	0.465447842886366	15	107	4	1	3
ENSG00000054965	family with sequence similarity 168, member A [Source:HGNC Symbol;Acc:28999]	protein_coding	FAM168A	11	73111532	73309234	-1	4808	7	7	0.737544053486855	8	107	3	1	2
ENSG00000054983	galactosylceramidase [Source:HGNC Symbol;Acc:4115]	protein_coding	GALC	14	88304164	88460009	-1	17807	32	22	0.763686021407915	24	107	9	1	8
ENSG00000055118	potassium voltage-gated channel, subfamily H (eag-related), member 2 [Source:HGNC Symbol;Acc:6251]	protein_coding	KCNH2	7	150642049	150675403	-1	6032	22	18	0.00671067303789918	10	107	3	1	2
ENSG00000055483	ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:20062]	protein_coding	USP36	17	76783463	76837523	-1	19163	32	20	0.947308031907438	25	107	12	1	11
ENSG00000055609	lysine (K)-specific methyltransferase 2C [Source:HGNC Symbol;Acc:13726]	protein_coding	KMT2C	7	151832010	152133090	-1	10864	23	13	0.889858222268516	16	107	7	1	6
ENSG00000056736	interleukin 17 receptor B [Source:HGNC Symbol;Acc:18015]	protein_coding	IL17RB	3	53880607	53899827	1	7251	14	12	0.529304367503919	12	107	1	1	1
ENSG00000056998	glycogenin 2 [Source:HGNC Symbol;Acc:4700]	protein_coding	GYG2	X	2746829	2800859	1	4335	6	4	0.954818799213685	7	107	2	1	2
ENSG00000057294	plakophilin 2 [Source:HGNC Symbol;Acc:9024]	protein_coding	PKP2	12	32943679	33049774	-1	17640	80	36	0.00151282708239853	24	107	4	1	4
ENSG00000057657	PR domain containing 1, with ZNF domain [Source:HGNC Symbol;Acc:9346]	protein_coding	PRDM1	6	106534195	106557814	1	7786	17	14	0.368910349917786	12	107	3	1	2
ENSG00000058085	laminin, gamma 2 [Source:HGNC Symbol;Acc:6493]	protein_coding	LAMC2	1	183155373	183214035	1	48776	94	42	0.834465696050968	45	107	9	7	3
ENSG00000058668	ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:817]	protein_coding	ATP2B4	1	203595689	203713209	1	38023	52	33	0.962386937725502	40	107	6	4	2
ENSG00000059122	FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:25404]	protein_coding	FLYWCH1	16	2961938	3001209	1	12507	35	24	0.0791987762082383	18	107	5	1	4
ENSG00000059769	DnaJ (Hsp40) homolog, subfamily C , member 25 [Source:HGNC Symbol;Acc:34187]	protein_coding	DNAJC25	9	114393632	114432508	1	0	0	0	1	0	107	0	0	0
ENSG00000059915	pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:9507]	protein_coding	PSD	10	104162376	104181296	-1	9472	16	15	0.527683901337265	15	107	2	1	3
ENSG00000060069	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1 [Source:HGNC Symbol;Acc:2498]	protein_coding	CTDP1	18	77439801	77514510	1	7356	16	11	0.67799065029525	12	107	2	1	3
ENSG00000060140	serine/threonine/tyrosine kinase 1 [Source:HGNC Symbol;Acc:18889]	protein_coding	STYK1	12	10771538	10826917	-1	8416	40	33	2.80420037190865e-08	13	107	5	1	4
ENSG00000060491	opioid growth factor receptor [Source:HGNC Symbol;Acc:15768]	protein_coding	OGFR	20	61436187	61445352	1	6271	13	11	0.473656257599458	10	107	2	1	1
ENSG00000060558	guanine nucleotide binding protein (G protein), alpha 15 (Gq class) [Source:HGNC Symbol;Acc:4383]	protein_coding	GNA15	19	3136191	3163767	1	4637	15	13	0.0448171555853305	8	107	3	1	2
ENSG00000060982	branched chain amino-acid transaminase 1, cytosolic [Source:HGNC Symbol;Acc:976]	protein_coding	BCAT1	12	24964295	25102393	-1	26059	68	42	0.00630941384408201	31	107	7	3	5
ENSG00000061273	histone deacetylase 7 [Source:HGNC Symbol;Acc:14067]	protein_coding	HDAC7	12	48176505	48226915	-1	57172	101	47	0.75291186720235	49	107	7	3	4
ENSG00000061656	sperm associated antigen 4 [Source:HGNC Symbol;Acc:11214]	protein_coding	SPAG4	20	34203814	34208971	1	6641	8	8	0.88596389393623	11	107	1	1	1
ENSG00000061676	NCK-associated protein 1 [Source:HGNC Symbol;Acc:7666]	protein_coding	NCKAP1	2	183773843	183903586	-1	8842	14	13	0.672098840999042	14	107	7	1	6
ENSG00000061918	guanylate cyclase 1, soluble, beta 3 [Source:HGNC Symbol;Acc:4687]	protein_coding	GUCY1B3	4	156680144	156728743	1	3390	7	7	0.387110904049172	6	107	1	1	1
ENSG00000062282	diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:16940]	protein_coding	DGAT2	11	75470557	75512579	1	13269	41	28	0.0130208121467059	19	107	5	1	5
ENSG00000062822	polymerase (DNA directed), delta 1, catalytic subunit [Source:HGNC Symbol;Acc:9175]	protein_coding	POLD1	19	50887461	50921273	1	13670	30	23	0.225804178817038	20	107	5	3	2
ENSG00000063169	glioma tumor suppressor candidate region gene 1 [Source:HGNC Symbol;Acc:4332]	protein_coding	GLTSCR1	19	48111453	48206533	1	27950	37	25	0.984671470258674	33	107	5	4	2
ENSG00000063244	U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:23156]	protein_coding	U2AF2	19	56165512	56186081	1	12014	14	13	0.948041995448561	18	107	2	1	3
ENSG00000063245	epsin 1 [Source:HGNC Symbol;Acc:21604]	protein_coding	EPN1	19	56186592	56221224	1	7890	15	11	0.758907519082061	13	107	5	1	4
ENSG00000063438	aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:346]	protein_coding	AHRR	5	304291	438406	1	8055	19	14	0.415427027626018	13	107	5	1	4
ENSG00000063587	zinc finger protein 275 [Source:HGNC Symbol;Acc:13069]	protein_coding	ZNF275	X	152599613	152625568	1	5356	9	9	0.566054936624638	9	107	3	1	2
ENSG00000063660	glypican 1 [Source:HGNC Symbol;Acc:4449]	protein_coding	GPC1	2	241375088	241407493	1	25646	64	39	0.0324654043180769	31	107	8	2	7
ENSG00000063854	hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:4805]	protein_coding	HAGH	16	1845621	1877195	-1	16769	34	24	0.457911233354277	23	107	8	2	6
ENSG00000063978	ring finger protein 4 [Source:HGNC Symbol;Acc:10067]	protein_coding	RNF4	4	2463947	2627047	1	7915	15	12	0.646802772593115	13	107	6	1	5
ENSG00000064012	caspase 8, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1509]	protein_coding	CASP8	2	202098166	202152434	1	16428	28	20	0.816019125596359	23	107	3	2	3
ENSG00000064042	LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:29191]	protein_coding	LIMCH1	4	41361624	41702061	1	14583	55	30	0.00997648719671806	21	107	6	1	6
ENSG00000064201	tetraspanin 32 [Source:HGNC Symbol;Acc:13410]	protein_coding	TSPAN32	11	2323227	2339430	1	8061	17	12	0.670403021731823	13	107	1	1	2
ENSG00000064225	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:18080]	protein_coding	ST3GAL6	3	98451080	98540045	1	11229	15	10	0.990306454742366	17	107	5	1	5
ENSG00000064313	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa [Source:HGNC Symbol;Acc:11536]	protein_coding	TAF2	8	120743015	120845103	-1	11932	22	19	0.417710613188125	18	107	5	1	4
ENSG00000064393	homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:14402]	protein_coding	HIPK2	7	139246316	139477577	-1	11717	9	9	0.997787577542881	18	107	4	1	3
ENSG00000064490	regulatory factor X-associated ankyrin-containing protein [Source:HGNC Symbol;Acc:9987]	protein_coding	RFXANK	19	19303008	19312678	1	9029	16	12	0.801976731494751	14	107	3	2	2
ENSG00000064652	sorting nexin 24 [Source:HGNC Symbol;Acc:21533]	protein_coding	SNX24	5	122179134	122365049	1	14394	32	22	0.401048936286155	21	107	7	3	4
ENSG00000064655	eyes absent homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:3520]	protein_coding	EYA2	20	45523263	45817492	1	31535	191	66	2.6700863742235e-13	35	107	7	3	6
ENSG00000064687	ATP-binding cassette, sub-family A (ABC1), member 7 [Source:HGNC Symbol;Acc:37]	protein_coding	ABCA7	19	1040102	1065571	1	51030	85	48	0.407432001834963	47	107	9	5	6
ENSG00000064787	breast carcinoma amplified sequence 1 [Source:HGNC Symbol;Acc:974]	protein_coding	BCAS1	20	52553316	52687304	-1	12033	29	22	0.153188988298506	18	107	5	1	4
ENSG00000064932	strawberry notch homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:29158]	protein_coding	SBNO2	19	1107636	1174282	-1	106513	235	64	0.587309909443106	64	107	11	11	4
ENSG00000064961	high mobility group 20B [Source:HGNC Symbol;Acc:5002]	protein_coding	HMG20B	19	3572775	3579086	1	5124	9	8	0.662096972470537	9	107	1	1	2
ENSG00000065054	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2 [Source:HGNC Symbol;Acc:11076]	protein_coding	SLC9A3R2	16	2075357	2089027	1	37330	69	39	0.57005959095077	39	107	4	4	3
ENSG00000065268	WD repeat domain 18 [Source:HGNC Symbol;Acc:17956]	protein_coding	WDR18	19	983174	994569	1	12912	27	15	0.903810887112316	19	107	3	1	5
ENSG00000065320	netrin 1 [Source:HGNC Symbol;Acc:8029]	protein_coding	NTN1	17	8924859	9147317	1	11369	25	18	0.453932227346115	17	107	4	3	2
ENSG00000065357	diacylglycerol kinase, alpha 80kDa [Source:HGNC Symbol;Acc:2849]	protein_coding	DGKA	12	56321103	56347811	1	10998	20	15	0.742022632708562	17	107	5	1	6
ENSG00000065361	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3 [Source:HGNC Symbol;Acc:3431]	protein_coding	ERBB3	12	56473641	56497289	1	21028	22	18	0.99576774886707	27	107	8	3	5
ENSG00000065457	adenosine deaminase, tRNA-specific 1 [Source:HGNC Symbol;Acc:228]	protein_coding	ADAT1	16	75630879	75657198	-1	18560	27	22	0.81952853953099	25	107	8	4	4
ENSG00000065526	spen family transcriptional repressor [Source:HGNC Symbol;Acc:17575]	protein_coding	SPEN	1	16174359	16266955	1	24186	37	28	0.732638940755167	30	107	3	3	1
ENSG00000065600	transmembrane protein 206 [Source:HGNC Symbol;Acc:25593]	protein_coding	TMEM206	1	212537273	212588243	-1	5656	6	6	0.934763859091294	9	107	4	1	3
ENSG00000065613	STE20-like kinase [Source:HGNC Symbol;Acc:11088]	protein_coding	SLK	10	105726959	105788991	1	6201	4	4	0.996077161910558	10	107	2	1	2
ENSG00000065675	protein kinase C, theta [Source:HGNC Symbol;Acc:9410]	protein_coding	PRKCQ	10	6469105	6622263	-1	11009	39	22	0.0819475251974336	17	107	3	2	1
ENSG00000065717	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila) [Source:HGNC Symbol;Acc:11838]	protein_coding	TLE2	19	2997636	3047633	-1	12841	58	34	4.46129395449413e-05	19	107	7	1	6
ENSG00000065833	malic enzyme 1, NADP(+)-dependent, cytosolic [Source:HGNC Symbol;Acc:6983]	protein_coding	ME1	6	83920108	84140797	-1	6082	22	15	0.0663760544212972	10	107	3	1	2
ENSG00000065882	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1 [Source:HGNC Symbol;Acc:11578]	protein_coding	TBC1D1	4	37892708	38140796	1	16528	36	21	0.741729700044125	23	107	11	2	11
ENSG00000065911	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:7434]	protein_coding	MTHFD2	2	74425689	74444692	1	2505	3	3	0.840332902799969	4	107	2	1	1
ENSG00000065989	phosphodiesterase 4A, cAMP-specific [Source:HGNC Symbol;Acc:8780]	protein_coding	PDE4A	19	10527449	10580305	1	10072	19	14	0.731083916873609	15	107	6	1	7
ENSG00000066032	catenin (cadherin-associated protein), alpha 2 [Source:HGNC Symbol;Acc:2510]	protein_coding	CTNNA2	2	79412357	80875905	1	23200	84	40	0.00461136662780892	29	107	15	1	15
ENSG00000066044	ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:3312]	protein_coding	ELAVL1	19	8023463	8070543	-1	4660	12	9	0.404835063997468	8	107	4	1	3
ENSG00000066136	nuclear transcription factor Y, gamma [Source:HGNC Symbol;Acc:7806]	protein_coding	NFYC	1	41157320	41237275	1	15413	21	17	0.929471123470994	22	107	8	2	7
ENSG00000066279	asp (abnormal spindle) homolog, microcephaly associated (Drosophila) [Source:HGNC Symbol;Acc:19048]	protein_coding	ASPM	1	197053258	197115824	-1	3039	1	1	0.996833198806544	5	107	1	1	0
ENSG00000066382	metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:1180]	protein_coding	MPPED2	11	30406040	30608419	-1	28375	84	38	0.142134452219025	33	107	8	4	5
ENSG00000066468	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:3689]	protein_coding	FGFR2	10	123237848	123357972	-1	42139	164	53	0.00552769496108141	42	107	12	5	8
ENSG00000066697	Myb/SANT-like DNA-binding domain containing 3 [Source:HGNC Symbol;Acc:23370]	protein_coding	MSANTD3	9	103189438	103213511	1	7719	8	7	0.980958527057086	12	107	3	1	2
ENSG00000067057	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:8878]	protein_coding	PFKP	10	3108525	3179904	1	12647	19	15	0.888233616415338	19	107	6	2	6
ENSG00000067082	Kruppel-like factor 6 [Source:HGNC Symbol;Acc:2235]	protein_coding	KLF6	10	3818188	3827473	-1	35296	52	26	0.999237171023088	38	107	4	4	1
ENSG00000067225	pyruvate kinase, muscle [Source:HGNC Symbol;Acc:9021]	protein_coding	PKM	15	72491370	72524164	-1	19709	18	15	0.999298901126187	26	107	6	2	4
ENSG00000067606	protein kinase C, zeta [Source:HGNC Symbol;Acc:9412]	protein_coding	PRKCZ	1	1981909	2116834	1	54826	105	48	0.574770866599205	48	107	12	4	11
ENSG00000067836	rogdi homolog (Drosophila) [Source:HGNC Symbol;Acc:29478]	protein_coding	ROGDI	16	4846969	4852951	-1	13439	22	18	0.71997210980782	20	107	2	3	2
ENSG00000067955	core-binding factor, beta subunit [Source:HGNC Symbol;Acc:1539]	protein_coding	CBFB	16	67063019	67134961	1	7402	11	7	0.973607926452521	12	107	4	1	3
ENSG00000067992	pyruvate dehydrogenase kinase, isozyme 3 [Source:HGNC Symbol;Acc:8811]	protein_coding	PDK3	X	24483338	24557954	1	3332	5	4	0.855680303516897	6	107	2	1	2
ENSG00000068120	CoA synthase [Source:HGNC Symbol;Acc:29932]	protein_coding	COASY	17	40713485	40718295	1	5777	11	11	0.371702511171087	10	107	4	1	3
ENSG00000068137	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3 [Source:HGNC Symbol;Acc:26105]	protein_coding	PLEKHH3	17	40819932	40829048	-1	6522	8	7	0.937553346965688	11	107	2	2	0
ENSG00000068489	proline rich 11 [Source:HGNC Symbol;Acc:25619]	protein_coding	PRR11	17	57232860	57282066	1	4281	9	7	0.624526295436934	7	107	3	1	2
ENSG00000068650	ATPase, class VI, type 11A [Source:HGNC Symbol;Acc:13552]	protein_coding	ATP11A	13	113344643	113541482	1	20794	47	31	0.181533738678126	27	107	10	1	10
ENSG00000068724	tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:19750]	protein_coding	TTC7A	2	47143296	47303276	1	21735	30	19	0.993993981802459	28	107	8	2	7
ENSG00000068745	inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:17313]	protein_coding	IP6K2	3	48725436	48777786	-1	16972	22	15	0.993735555813885	23	107	7	3	4
ENSG00000069011	paired-like homeodomain 1 [Source:HGNC Symbol;Acc:9004]	protein_coding	PITX1	5	134363425	134370503	-1	10554	46	34	9.55942461411396e-07	16	107	3	1	2
ENSG00000069399	B-cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:998]	protein_coding	BCL3	19	45250962	45263301	1	13891	39	27	0.0392331512822401	20	107	5	1	4
ENSG00000069812	hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:16005]	protein_coding	HES2	1	6472478	6484730	-1	19100	39	30	0.142761560211957	25	107	4	2	2
ENSG00000069869	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:7727]	protein_coding	NEDD4	15	56119120	56285944	-1	7094	8	7	0.964040660324354	11	107	5	1	4
ENSG00000069956	mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:6879]	protein_coding	MAPK6	15	52244303	52358462	1	6469	12	11	0.51383761404706	11	107	2	1	2
ENSG00000069966	guanine nucleotide binding protein (G protein), beta 5 [Source:HGNC Symbol;Acc:4401]	protein_coding	GNB5	15	52413117	52483566	-1	8227	13	11	0.802087685104251	13	107	6	1	5
ENSG00000070018	low density lipoprotein receptor-related protein 6 [Source:HGNC Symbol;Acc:6698]	protein_coding	LRP6	12	12268959	12419946	-1	7910	18	13	0.517822090742998	13	107	5	1	4
ENSG00000070047	PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:24351]	protein_coding	PHRF1	11	576486	612222	1	31868	44	27	0.990364479852418	36	107	6	5	2
ENSG00000070159	protein tyrosine phosphatase, non-receptor type 3 [Source:HGNC Symbol;Acc:9655]	protein_coding	PTPN3	9	112137746	112260590	-1	11638	20	16	0.716726988276701	17	107	4	1	3
