REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_589_Tu_IP.nodup.bam	Endometrioid_589_Tu_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
9_Peak_2100_lociStitched	chrX	106942851	106986534	9	15320	28210.4814	5953.9929	546	TSC22D3		TSC22D3	546	1	ENSG00000157514	TSC22D3	28.9642546860467	1
4_Peak_53615_lociStitched	chr1	1694351	1715477	4	8624	24894.8784	2668.2138	547	NADK	NADK,SLC35E2,CDK11A,CDK11B	NADK	547	1	ENSG00000008130	NADK	30.7705058025264	1
7_Peak_5831_lociStitched	chr15	74273850	74304187	7	9535	25631.7313	3409.8788	548	PML,STOML1	PML	PML	548	1	ENSG00000140464	PML	48.8964364288615	1
17_Peak_30981_lociStitched	chr20	30606115	30659494	17	18254	27911.8791	5690.2014	549	C20orf160,HCK	TM9SF4,HCK	HCK	549	1	ENSG00000101336	HCK	2.27998632453081	1
6_Peak_21413_lociStitched	chr6	134491053	134504199	6	8848	23965.158	1790.4852	550	SGK1		SGK1	550	1	ENSG00000118515	SGK1	29.286057275374	1
13_Peak_61827_lociStitched	chr3	195589977	195642060	13	16638	28218.5694	6046.8363	551	TNK2		TNK2	551	1	ENSG00000061938	TNK2	35.3429763741807	1
14_Peak_70331_lociStitched	chr5	134442587	134493434	14	19935	28387.8801	6254.181	552			PITX1	552	1	ENSG00000069011	PITX1	5.85848249680713	1
2_Peak_946_lociStitched	chr11	18404173	18418531	2	6550	24019.4982	1934.0226	553	LDHA	LDHC,LDHA	LDHA	553	1	ENSG00000134333	LDHA	169.284279031264	1
5_Peak_8225_lociStitched	chr5	171599889	171615925	5	11599	24028.3424	1978.8424	554	STK10	EFCAB9	STK10	554	1	ENSG00000072786	STK10	17.7116010820259	1
1_Peak_520_lociStitched	chr17	6914976	6919948	1	4973	22644.974	632.9356	555	RNASEK,C17orf49	BCL6B,SLC16A13,ALOX12,C17orf49,SLC16A11,MIR195,MIR497	C17orf49	555	1	ENSG00000219200	RNASEK	72.1810304692924	1
Peak_2875	chr19	6735502	6741616	1	6115	22781.9868	772.1982	556	TRIP10,GPR108	VAV1,SH2D3A,C3	GPR108	556	1	ENSG00000125734	GPR108	30.8354959512853	1
Peak_4702	chr22	46497516	46507229	1	9714	23239.3238	1235.4936	557	LOC400931	PPARA,C22orf26,MIRLET7A3,MIR3619,LOC150381,MIRLET7B	MIRLET7A3	557	1	ENSG00000197182	MIRLET7BHG	25.4538308562833	2
3_Peak_11573_lociStitched	chr2	97192511	97205553	3	9613	23658.188	1662.855	558	ARID5A	NEURL3	ARID5A	558	1	ENSG00000196843	ARID5A	7.66620623922071	1
1_Peak_2554_lociStitched	chr17	4846783	4854338	1	7556	23111.5005	1117.3845	559	RNF167,PFN1	CAMTA2,C17orf107,SLC25A11,CHRNE,GP1BA,INCA1,KIF1C,SPAG7,ENO3	PFN1	559	1	ENSG00000108518	PFN1	181.73159289187	1
7_Peak_7617_lociStitched	chr10	81024154	81059704	7	17592	26818.92	4838.355	560	ZMIZ1	PPIF	PPIF	560	1	ENSG00000108179	PPIF	20.6817742192233	1
4_Peak_19259_lociStitched	chr3	52270380	52288253	4	10180	24309.0673	2378.8963	561	TWF2,PPM1M	PPM1M,TLR9,ALAS1,MIR135A1,MIRLET7G,GLYCTK,WDR82	PPM1M	561	1	ENSG00000164088	PPM1M	8.8878597121006	1
12_Peak_82832_lociStitched	chr5	149997488	150036762	12	20226	26533.5144	4610.7676	562	SYNPO	RBM22,MYOZ3	SYNPO	562	1	ENSG00000171992	SYNPO	62.0116766794655	1
16_Peak_32928_lociStitched	chr3	11632521	11685749	16	17984	28051.156	6137.1884	563	VGLL4	VGLL4	VGLL4	563	1	ENSG00000144560	VGLL4	56.7446592691904	1
12_Peak_9199_lociStitched	chr19	6056280	6100834	12	17347	27275.9588	5382.1232	564	RFX2	RFX2,ACSBG2	RFX2	564	1	ENSG00000087903	RFX2	11.9253224383588	1
Peak_417	chrX	153232570	153240419	1	7850	22995.2153	1121.6221	565	HCFC1,TMEM187	MIR718,ARHGAP4,MIR3202-1,NAA10,RENBP,MIR3202-2,IRAK1	HCFC1	565	1	ENSG00000172534	HCFC1	59.4816815328286	1
16_Peak_58150_lociStitched	chr7	75563846	75639640	16	18040	30863.3168	9004.3272	566	POR,TMEM120A,SNORA14A,STYXL1	MDH2	TMEM120A	566	1	ENSG00000189077	TMEM120A	19.8056294545352	1
9_Peak_6047_lociStitched	chr19	4537858	4584790	9	15067	27168.9348	5345.5548	567	SEMA6B,LRG1	PLIN4,PLIN5	SEMA6B	567	1	ENSG00000167680	SEMA6B	3.18181141834204	1
17_Peak_11837_lociStitched	chr3	15309703	15370293	17	21203	29264.97	7458.629	568	SH3BP5		SH3BP5	568	1	ENSG00000131370	SH3BP5	32.9797994305909	1
4_Peak_10998_lociStitched	chr10	102801829	102827825	4	6112	25621.6576	3831.8104	569	KAZALD1	LZTS2,PDZD7,SFXN3	KAZALD1	569	1	ENSG00000107821	KAZALD1	3.79009889537802	1
16_Peak_52665_lociStitched	chr11	1033103	1083611	16	23864	27259.1676	5475.0672	570	MUC6,MUC2		MUC2	570	1	ENSG00000254872		0.400354041085613	1
11_Peak_47402_lociStitched	chr6	7235041	7282622	11	16735	27349.5588	5566.977	571	RREB1,SSR1		SSR1	571	1	ENSG00000124783	SSR1	110.99654006533	1
24_Peak_35543_lociStitched	chr3	141107739	141175921	24	20191	29815.9886	8038.6578	572	ZBTB38	RASA2	RASA2	572	1	ENSG00000155903	RASA2	24.2606291937918	1
13_Peak_20693_lociStitched	chr19	46071428	46119965	13	14304	27054.5238	5285.6793	573	EML2,OPA3,GPR4	EML2,MIR330	OPA3	573	1	ENSG00000125741	OPA3	24.125597862472	1
15_Peak_24901_lociStitched	chr8	23153740	23214927	15	25944	28213.3257	6455.2285	574	R3HCC1,LOXL2		R3HCC1	574	1	ENSG00000104679	R3HCC1	11.0940797986316	1
Peak_949	chr12	7069798	7075338	1	5541	22609.294	854.822	575	PTPN6,PHB2,MIR200C,MIR141	SCARNA12,C12orf57,ATN1,EMG1,ENO2	MIR200C	575	1	ENSG00000271969		5.67089228654683	1
6_Peak_21078_lociStitched	chr19	13190026	13216619	6	15704	24736.8086	2983.7346	576	TRMT1,NFIX,LYL1	IER2,NACC1,TRMT1,STX10	LYL1	576	1	ENSG00000104903	LYL1	1.08846122891499	1
14_Peak_22086_lociStitched	chr21	40159631	40212757	14	11992	27694.5838	5944.7994	577	ETS2	NCRNA00114	ETS2	577	1	ENSG00000157557	ETS2	44.1056632810914	1
Peak_1805	chr17	38496948	38506397	1	9450	23027.213	1286.0089	578	RARA	RARA,GJD3	RARA	578	1	ENSG00000131759	RARA	12.4457086969	1
7_Peak_79243_lociStitched	chr9	33814174	33852378	7	4707	25696.0104	3969.3956	579	UBE2R2	PRSS3	UBE2R2	579	1	ENSG00000107341	UBE2R2	64.4099450395475	1
11_Peak_25709_lociStitched	chr3	150441800	150484468	11	8352	26701.6344	5030.5572	580	SIAH2	FAM194A	SIAH2	580	1	ENSG00000181788	SIAH2	14.4892094560961	1
2_Peak_50583_lociStitched	chr12	53432291	53449140	2	10591	24040.1532	2374.0241	581	LOC283335,TENC1,EIF4B	SPRYD3,SOAT2,IGFBP6	TENC1	581	1	ENSG00000063046	EIF4B	286.773599629624	2
24_Peak_17880_lociStitched	chr2	54750820	54832220	24	13764	31306.44	9719.16	582	RPL23AP32,SPTBN1		SPTBN1	582	1	ENSG00000115306	SPTBN1	271.237654332411	1
9_Peak_109_lociStitched	chr9	94157625	94192230	9	11210	25386.228	3806.55	583	NFIL3	AUH	NFIL3	583	1	ENSG00000165030	NFIL3	7.26555959952458	1
Peak_4320	chr19	54708639	54715754	1	7116	22424.3455	867.3185	584	RPS9	TMC4,LILRA6,LENG1,TSEN34,LILRB5,MBOAT7,LILRB3	RPS9	584	1	ENSG00000170889	RPS9	405.888864583398	1
30_Peak_40847_lociStitched	chr4	40527679	40607527	30	25928	30094.7112	8567.6904	585	RBM47	RBM47	RBM47	585	1	ENSG00000163694	RBM47	100.202992139688	1
10_Peak_63082_lociStitched	chr10	80876483	80920189	10	19890	27849.4632	6328.6288	586	ZMIZ1	LOC283050	ZMIZ1	586	1	ENSG00000108175	ZMIZ1	48.9931996842572	1
14_Peak_85847_lociStitched	chr21	36167062	36219457	14	18655	27963.2115	6455.064	587	RUNX1		RUNX1	587	1	ENSG00000159216	RUNX1	33.5896582013772	1
18_Peak_50309_lociStitched	chr11	10587562	10646630	18	21170	28145.902	6639.2432	588	MRVI1,LOC100129827,LYVE1	RNF141	LYVE1	588	1	ENSG00000133800	LYVE1	2.57290483371106	1
13_Peak_8906_lociStitched	chr15	41055254	41088134	13	14556	25662.84	4162.608	589	GCHFR,C15orf62,DNAJC17	SPINT1,ZFYVE19,PPP1R14D,FAM82A2	C15orf62	589	1	ENSG00000137880	GCHFR	5.04446091767872	1
3_Peak_7304_lociStitched	chr7	2547552	2571065	3	14108	24378.2784	2908.5581	590	LFNG	C7orf27,IQCE	LFNG	590	1	ENSG00000106003	LFNG	6.37476302027253	1
Peak_5947	chr1	2160074	2167763	1	7690	22487.2494	1041.8595	591	SKI	LOC100128003,C1orf86	SKI	591	1	ENSG00000157933	SKI	36.5051746693513	1
6_Peak_31170_lociStitched	chr17	77805044	77827298	6	13387	24263.5362	2861.8644	592	CBX4	CBX8	CBX4	592	1	ENSG00000141582	CBX4	11.858729461293	1
16_Peak_11701_lociStitched	chr7	157063780	157111858	16	18517	26914.0644	5519.3544	593		DNAJB6	DNAJB6	593	1	ENSG00000105993	DNAJB6	62.5508361169721	1
2_Peak_2487_lociStitched	chr11	65541784	65561861	2	10980	23720.9755	2344.9936	594	OVOL1,DKFZp761E198	SNX32	OVOL1	594	1	ENSG00000254470	AP5B1	13.9676342660136	1
20_Peak_82994_lociStitched	chr7	6407218	6441530	20	17164	25462.9352	4093.4216	595	RAC1	C7orf70,DAGLB	RAC1	595	1	ENSG00000136238	RAC1	258.537563494104	1
9_Peak_39068_lociStitched	chr19	14473938	14496785	9	15085	23827.1363	2465.1913	596	CD97	PKN1,DDX39	CD97	596	1	ENSG00000123146	ADGRE5	20.6641315016063	2
26_Peak_25651_lociStitched	chr12	11805190	11885669	26	23976	32867.6236	11532.6407	597	ETV6		ETV6	597	1	ENSG00000139083	ETV6	57.9744756959674	1
10_Peak_13113_lociStitched	chr16	2885283	2924916	10	15184	25741.6335	4411.1529	598	PRSS22,PRSS30P	FLYWCH2,PRSS33,PRSS41,FLYWCH1,PRSS21,ZG16B	PRSS22	598	1	ENSG00000005001	PRSS22	13.8217038520678	1
4_Peak_12909_lociStitched	chr4	124317748	124336076	4	7197	23370.0328	2043.572	599	SPRY1		SPRY1	599	1	ENSG00000164056	SPRY1	48.2287019149941	1
2_Peak_2704_lociStitched	chr1	1364903	1373838	2	8755	22301.76	1057.904	600	VWA1	TMEM88B,MRPL20,LOC441869,ATAD3B,ATAD3C,LOC148413,CCNL2	VWA1	600	1	ENSG00000179403	VWA1	42.962593007301	1
1_Peak_105_lociStitched	chr11	118659083	118663886	1	4804	21857.4924	631.1142	601	DDX6		DDX6	601	1	ENSG00000110367	DDX6	132.917541640423	1
Peak_4793	chr17	46661565	46671138	1	9574	22400.82	1180.3509	602	LOC404266,HOXB5	HOXB3,MIR196A1,LOC404266,HOXB2,HOXB9,MIR10A,HOXB4,HOXB6,HOXB8,HOXB7	LOC404266	602	1	ENSG00000120093	HOXB3	39.1205771098268	2
8_Peak_26238_lociStitched	chr16	20901110	20926231	8	11225	24158.8657	2959.2538	603	LYRM1,DCUN1D3		LYRM1	603	1	ENSG00000102897	LYRM1	11.7489785591706	1
14_Peak_64703_lociStitched	chr6	36965180	37028448	14	17205	28704.6916	7541.5456	604	FGD2	PI16,MTCH1	FGD2	604	1	ENSG00000146192	FGD2	6.07813680546278	1
14_Peak_32169_lociStitched	chr4	991341	1049545	14	16855	27332.5984	6198.726	605	FGFRL1,IDUA	DGKQ,SLC26A1	FGFRL1	605	1	ENSG00000127418	FGFRL1	16.4806544393227	1
8_Peak_19962_lociStitched	chr1	209800152	209846682	8	16523	26992.053	5890.698	606	LAMB3	CAMK1G,MIR4260,G0S2,HSD11B1	LAMB3	606	1	ENSG00000196878	LAMB3	46.8866005216271	1
18_Peak_19314_lociStitched	chr5	151025792	151080050	18	21799	27373.161	6277.6506	607	SPARC		SPARC	607	1	ENSG00000113140	SPARC	200.656989821512	1
Peak_2611	chr16	88765087	88773521	1	8435	22143.467	1058.467	608	RNF166,CTU2	CYBA,SNAI3,MGC23284,MVD,CTU2	RNF166	608	1	ENSG00000158717	RNF166	7.92434271330829	1
3_Peak_3647_lociStitched	chr22	50626876	50643152	3	5716	23053.3264	2013.3412	609	TRABD,SELO	PANX2,TUBGCP6,HDAC10,MOV10L1	SELO	609	1	ENSG00000273253		6.53076737348991	1
5_Peak_64052_lociStitched	chr19	11185568	11207687	5	10540	23656.2705	2629.9491	610	LDLR	LDLR	LDLR	610	1	ENSG00000130164	LDLR	49.1514046004094	1
15_Peak_20528_lociStitched	chrX	23784960	23830488	15	14689	26752.2528	5736.528	611	SAT1	SAT1,ACOT9	SAT1	611	1	ENSG00000130066	SAT1	207.138042069205	1
2_Peak_2089_lociStitched	chr13	41227114	41242031	2	4876	22748.425	1754.2392	612	FOXO1		FOXO1	612	1	ENSG00000150907	FOXO1	44.2747611643948	1
8_Peak_11261_lociStitched	chr11	119991467	120019100	8	14224	23888.7285	2901.465	613	TRIM29		TRIM29	613	1	ENSG00000137699	TRIM29	9.24212488972803	1
5_Peak_23675_lociStitched	chr19	1929009	1948258	5	9021	23235.4679	2257.9077	614	CSNK1G2	SCAMP4,ADAT3,FAM108A1,C19orf34	CSNK1G2	614	1	ENSG00000133275	CSNK1G2	33.4564416270213	1
4_Peak_83842_lociStitched	chr11	2909472	2935509	4	10797	24065.9991	3103.6104	615	SLC22A18,SLC22A18AS	SNORA54,CDKN1C,PHLDA2,KCNQ1DN	SLC22A18	615	1	ENSG00000110628	SLC22A18	10.9515524008054	1
2_Peak_53163_lociStitched	chr12	57910603	57918968	2	6458	22103.676	1167.754	616	MBD6,DDIT3	ARHGAP9,KIF5A,MARS,DDIT3,DCTN2	DDIT3	616	1	ENSG00000175197	DDIT3	20.2294763326175	1
8_Peak_6149_lociStitched	chr16	50717515	50754889	8	14774	25324.6224	4395.1824	617	NOD2	CYLD,SNX20	NOD2	617	1	ENSG00000167207	NOD2	2.60198978267086	1
7_Peak_3521_lociStitched	chr1	226288020	226323393	7	12934	24877.8309	3951.1641	618		H3F3A,LOC440926	LOC440926	618	1	ENSG00000143799	PARP1	82.9557956187709	3
5_Peak_13528_lociStitched	chr17	73070020	73093058	5	13112	23577.0892	2653.9776	619	SLC16A5	KCTD2,ARMC7,NT5C,ATP5H	SLC16A5	619	1	ENSG00000170190	SLC16A5	20.9385163487776	1
3_Peak_21017_lociStitched	chr6	74223822	74233849	3	7515	21977.1786	1062.862	620	EEF1A1		EEF1A1	620	1	ENSG00000156508	EEF1A1	3571.39867163378	1
1_Peak_903_lociStitched	chr12	31475753	31480087	1	4335	21606.7236	728.112	621	FLJ13224,FAM60A		FLJ13224	621	1	ENSG00000177340		0.813757625112387	1
Peak_3475	chr11	67802952	67809109	1	6158	21607.9915	738.2243	622	TCIRG1,NDUFS8	UNC93B1,ALDH3B1,TCIRG1	TCIRG1	622	1	ENSG00000110719	TCIRG1	68.4378745468092	1
4_Peak_4749_lociStitched	chr8	144649406	144667002	4	9328	22866.002	2083.3664	623	EEF1D,C8orf73,NAPRT1	GSDMD,EEF1D,PYCRL,TSTA3,TIGD5,ZC3H3	NAPRT1	623	1	ENSG00000254741		159.351275502162	1
9_Peak_7296_lociStitched	chr2	65057999	65103879	9	13772	26353.472	5579.008	624			LOC400958	624	1	ENSG00000119844	AFTPH	48.4262541131583	3
35_Peak_104147_lociStitched	chr11	128289042	128389607	35	28890	32080.235	11313.5625	625	ETS1		ETS1	625	1	ENSG00000134954	ETS1	17.9591670655342	1
14_Peak_10572_lociStitched	chr1	2204196	2263122	14	21293	27194.349	6428.8266	626	MORN1,SKI	LOC100129534	LOC100129534	626	1	ENSG00000157933	SKI	36.5051746693513	2
12_Peak_37520_lociStitched	chr14	69125771	69181693	12	17565	27580.7304	6844.8528	627			ZFP36L1	627	1	ENSG00000185650	ZFP36L1	374.570349120322	1
23_Peak_54779_lociStitched	chr20	48291444	48346110	23	13311	26857.4058	6144.4584	628	B4GALT5		B4GALT5	628	1	ENSG00000158470	B4GALT5	47.1709450743856	1
2_Peak_2930_lociStitched	chr16	4663197	4679018	2	4778	22902.4796	2189.6264	629	MGRN1,FAM100A		MGRN1	629	1	ENSG00000102858	MGRN1	44.7549646477397	1
11_Peak_29112_lociStitched	chr22	39319780	39364892	11	17707	25641.6608	4939.764	630	APOBEC3A	APOBEC3B,APOBEC3C	APOBEC3A	630	1	ENSG00000128383	APOBEC3A	0.890070187489552	1
4_Peak_28398_lociStitched	chr19	16426258	16454065	4	9800	23866.7481	3200.5857	631	KLF2		KLF2	631	1	ENSG00000127528	KLF2	3.80400398709235	1
1_Peak_2420_lociStitched	chr1	6658315	6665308	1	6994	21565.0134	901.3977	632	KLHL21	NOL9,TAS1R1,THAP3,PHF13,ZBTB48	KLHL21	632	1	ENSG00000162413	KLHL21	15.753655320644	1
5_Peak_7_lociStitched	chr19	49374635	49399798	5	7660	23615.4755	2964.2014	633	TULP2,PPP1R15A	PLEKHA4,NUCB1,DHDH,HSD17B14	PPP1R15A	633	1	ENSG00000087074	PPP1R15A	43.7084750324279	1
17_Peak_78244_lociStitched	chr17	16912740	16960946	17	16642	26021.5988	5394.2514	634	MPRIP	TNFRSF13B	MPRIP	634	1	ENSG00000133030	MPRIP	96.4782298584931	1
8_Peak_52002_lociStitched	chr7	99942227	99981109	8	14410	24822.2688	4207.0324	635	PILRB,PILRA	MEPCE,SPDYE3,PMS2P1,ZCWPW1	PILRB	635	1	ENSG00000121716	PILRB	101.256469254297	1
12_Peak_56071_lociStitched	chr15	90355214	90394926	12	17950	25340.2272	4749.5552	636	C15orf38-AP3S2,ANPEP,AP3S2	MESP2	ANPEP	636	1	ENSG00000166825	ANPEP	7.62698913514342	1
1_Peak_1270_lociStitched	chr11	67271035	67276806	1	5772	21323.845	756.5781	637	PITPNM1,CDK2AP2	CABP4,TMEM134,CABP2,AIP	PITPNM1	637	1	ENSG00000110697	PITPNM1	41.5281613909038	1
6_Peak_48043_lociStitched	chr7	5589121	5615015	6	9710	23563.54	3037.3662	638		ACTB,FSCN1,FBXL18	FSCN1	638	1	ENSG00000075618	FSCN1	21.7002033363303	1
10_Peak_76116_lociStitched	chr1	150575773	150594876	10	14126	22839.5468	2332.4763	639	ENSA	MCL1,ENSA	ENSA	639	1	ENSG00000143420	ENSA	102.134067145143	1
14_Peak_33538_lociStitched	chr8	22210274	22257663	14	21609	25571.1044	5070.623	640	PIWIL2,SLC39A14	SLC39A14,PPP3CC	SLC39A14	640	1	ENSG00000104635	SLC39A14	20.209947391781	1
15_Peak_11914_lociStitched	chr19	54864372	54901714	15	16348	23745.7778	3301.0328	641	LAIR1	LILRA5,TTYH1,LILRA4	LAIR1	641	1	ENSG00000167613	LAIR1	6.205487636827	1
2_Peak_73639_lociStitched	chr1	59245509	59251750	2	4883	21350.461	908.0655	642	LOC100131060,JUN	LOC100131060	JUN	642	1	ENSG00000177606	JUN	119.789622160377	1
4_Peak_11785_lociStitched	chr17	74710638	74728744	4	4757	22681.3862	2246.9546	643	JMJD6,C17orf95	MXRA7,MFSD11,SRSF2,MIR636	JMJD6	643	1	ENSG00000070495	JMJD6	13.6147431171262	1
10_Peak_11445_lociStitched	chr1	32149209	32182488	10	17489	24117.2913	3727.248	644	COL16A1	MIR4254,PEF1,BAI2	COL16A1	644	1	ENSG00000084636	COL16A1	24.7695880913294	1
6_Peak_36052_lociStitched	chr11	75264830	75296000	6	11042	23982.198	3653.124	645	SERPINH1	GDPD5	SERPINH1	645	1	ENSG00000149257	SERPINH1	75.3493558443953	1
Peak_934	chr1	154940945	154948880	1	7936	21268.1805	952.2	646	SHC1,CKS1B,MIR4258	PYGO2,PBXIP1,FLAD1,ZBTB7B,PMVK,SHC1,LENEP	SHC1	646	1	ENSG00000160691	SHC1	67.1761824398345	1
7_Peak_20904_lociStitched	chr10	129844961	129864714	7	14353	23318.4165	3012.3325	647	PTPRE		PTPRE	647	1	ENSG00000132334	PTPRE	13.0992562233892	1
12_Peak_9100_lociStitched	chr19	8546051	8591930	12	12408	25848.2286	5565.1227	648	ZNF414,MYO1F,PRAM1,HNRNPM		PRAM1	648	1	ENSG00000133250	ZNF414	5.62432594267876	1
7_Peak_55255_lociStitched	chr21	45176552	45203901	7	10665	23498.2608	3251.7961	649	CSTB,PDXK	LOC284837,RRP1	CSTB	649	1	ENSG00000160213	CSTB	75.521229841236	1
3_Peak_7621_lociStitched	chr16	2200064	2220263	3	14792	22713.7755	2470.3377	650	TRAF7,SNORD60,RAB26	CASKIN1,MIR3180-5,MLST8,PGP,PKD1,C16orf79	TRAF7	650	1	ENSG00000131653	TRAF7	44.5955037488061	1
2_Peak_36656_lociStitched	chr17	36856791	36863494	2	6607	21093.6707	855.3028	651	MLLT6	CISD3,PCGF2,PSMB3,C17orf96	MLLT6	651	1	ENSG00000275023	MLLT6	158.533419635893	1
5_Peak_61825_lociStitched	chr19	50351835	50377596	5	9553	23357.4987	3166.0269	652	PNKP,AKT1S1,PTOV1	IL4I1,FUZ,TBC1D17,MED25	PNKP	652	1	ENSG00000104960	PTOV1	109.116700310983	1
